index,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,leased
414,3430000,1950,3,2,2,1,0,1,0,0,0,1,0,yes
415,3423000,4040,2,1,1,1,0,0,0,0,0,0,0,no
416,3395000,4785,3,1,2,1,1,1,0,1,1,0,2,yes
417,3395000,3450,3,1,1,1,0,1,0,0,2,0,0,no
418,3395000,3640,2,1,1,1,0,0,0,0,0,0,2,no
419,3360000,3500,4,1,2,1,0,0,0,1,2,0,0,no
420,3360000,4960,4,1,3,0,0,0,0,0,0,0,1,no
421,3360000,4120,2,1,2,1,0,0,0,0,0,0,0,no
422,3360000,4750,2,1,1,1,0,0,0,0,0,0,0,no
423,3360000,3720,2,1,1,0,0,0,0,1,0,0,0,no
424,3360000,3750,3,1,1,1,0,0,0,0,0,0,0,no
425,3360000,3100,3,1,2,0,0,1,0,0,0,0,1,yes
426,3360000,3185,2,1,1,1,0,1,0,0,2,0,2,no
427,3353000,2700,3,1,1,0,0,0,0,0,0,0,2,no
428,3332000,2145,3,1,2,1,0,1,0,0,0,1,2,no
429,3325000,4040,2,1,1,1,0,0,0,0,1,0,0,yes
430,3325000,4775,4,1,2,1,0,0,0,0,0,0,0,no
431,3290000,2500,2,1,1,0,0,0,0,1,0,0,0,no
432,3290000,3180,4,1,2,1,0,1,0,1,0,0,0,yes
433,3290000,6060,3,1,1,1,1,1,0,0,0,0,2,yes
434,3290000,3480,4,1,2,0,0,0,0,0,1,0,1,yes
435,3290000,3792,4,1,2,1,0,0,0,0,0,0,1,no
436,3290000,4040,2,1,1,1,0,0,0,0,0,0,0,no
437,3290000,2145,3,1,2,1,0,1,0,0,0,1,2,yes
438,3290000,5880,3,1,1,1,0,0,0,0,1,0,0,yes
439,3255000,4500,2,1,1,0,0,0,0,0,0,0,1,no
440,3255000,3930,2,1,1,0,0,0,0,0,0,0,0,yes
441,3234000,3640,4,1,2,1,0,1,0,0,0,0,0,yes
442,3220000,4370,3,1,2,1,0,0,0,0,0,0,0,yes
443,3220000,2684,2,1,1,1,0,0,0,1,1,0,0,yes
444,3220000,4320,3,1,1,0,0,0,0,0,1,0,0,no
445,3220000,3120,3,1,2,0,0,0,0,0,0,0,2,yes
446,3150000,3450,1,1,1,1,0,0,0,0,0,0,2,yes
447,3150000,3986,2,2,1,0,1,1,0,0,1,0,0,no
448,3150000,3500,2,1,1,0,0,1,0,0,0,0,1,yes
449,3150000,4095,2,1,1,1,0,0,0,0,2,0,1,yes
450,3150000,1650,3,1,2,0,0,1,0,0,0,0,0,yes
451,3150000,3450,3,1,2,1,0,1,0,0,0,0,1,no
452,3150000,6750,2,1,1,1,0,0,0,0,0,0,1,yes
453,3150000,9000,3,1,2,1,0,0,0,0,2,0,1,no
454,3150000,3069,2,1,1,1,0,0,0,0,1,0,0,yes
455,3143000,4500,3,1,2,1,0,0,0,1,0,0,0,yes
456,3129000,5495,3,1,1,1,0,1,0,0,0,0,0,yes
457,3118850,2398,3,1,1,1,0,0,0,0,0,1,1,yes
458,3115000,3000,3,1,1,0,0,0,0,1,0,0,0,no
459,3115000,3850,3,1,2,1,0,0,0,0,0,0,0,yes
460,3115000,3500,2,1,1,1,0,0,0,0,0,0,0,yes
461,3087000,8100,2,1,1,1,0,0,0,0,1,0,0,no
462,3080000,4960,2,1,1,1,0,1,0,1,0,0,0,no
463,3080000,2160,3,1,2,0,0,1,0,0,0,0,1,no
464,3080000,3090,2,1,1,1,1,1,0,0,0,0,0,yes
465,3080000,4500,2,1,2,1,0,0,1,0,1,0,1,no
466,3045000,3800,2,1,1,1,0,0,0,0,0,0,0,no
467,3010000,3090,3,1,2,0,0,0,0,0,0,0,1,yes
468,3010000,3240,3,1,2,1,0,0,0,0,2,0,1,yes
469,3010000,2835,2,1,1,1,0,0,0,0,0,0,1,no
470,3010000,4600,2,1,1,1,0,0,0,0,0,0,2,yes
471,3010000,5076,3,1,1,0,0,0,0,0,0,0,0,no
472,3010000,3750,3,1,2,1,0,0,0,0,0,0,0,no
473,3010000,3630,4,1,2,1,0,0,0,0,3,0,1,no
474,3003000,8050,2,1,1,1,0,0,0,0,0,0,0,no
475,2975000,4352,4,1,2,0,0,0,0,0,1,0,0,yes
476,2961000,3000,2,1,2,1,0,0,0,0,0,0,1,yes
477,2940000,5850,3,1,2,1,0,1,0,0,1,0,0,no
478,2940000,4960,2,1,1,1,0,0,0,0,0,0,0,no
479,2940000,3600,3,1,2,0,0,0,0,0,1,0,0,no
480,2940000,3660,4,1,2,0,0,0,0,0,0,0,0,no
481,2940000,3480,3,1,2,0,0,0,0,0,1,0,1,no
482,2940000,2700,2,1,1,0,0,0,0,0,0,0,2,no
483,2940000,3150,3,1,2,0,0,0,0,0,0,0,0,no
484,2940000,6615,3,1,2,1,0,0,0,0,0,0,1,no
485,2870000,3040,2,1,1,0,0,0,0,0,0,0,0,yes
486,2870000,3630,2,1,1,1,0,0,0,0,0,0,0,no
487,2870000,6000,2,1,1,1,0,0,0,0,0,0,1,no
488,2870000,5400,4,1,2,1,0,0,0,0,0,0,0,yes
489,2852500,5200,4,1,3,1,0,0,0,0,0,0,0,yes
490,2835000,3300,3,1,2,0,0,0,0,0,1,0,1,yes
491,2835000,4350,3,1,2,0,0,0,1,0,1,0,0,no
492,2835000,2640,2,1,1,0,0,0,0,0,1,0,2,no
493,2800000,2650,3,1,2,1,0,1,0,0,1,0,0,yes
494,2800000,3960,3,1,1,1,0,0,0,0,0,0,2,yes
495,2730000,6800,2,1,1,1,0,0,0,0,0,0,0,yes
496,2730000,4000,3,1,2,1,0,0,0,0,1,0,0,no
497,2695000,4000,2,1,1,1,0,0,0,0,0,0,0,yes
498,2660000,3934,2,1,1,1,0,0,0,0,0,0,0,yes
499,2660000,2000,2,1,2,1,0,0,0,0,0,0,1,no
500,2660000,3630,3,3,2,0,1,0,0,0,0,0,0,yes
501,2660000,2800,3,1,1,1,0,0,0,0,0,0,0,no
502,2660000,2430,3,1,1,0,0,0,0,0,0,0,0,yes
503,2660000,3480,2,1,1,1,0,0,0,0,1,0,1,yes
504,2660000,4000,3,1,1,1,0,0,0,0,0,0,1,no
505,2653000,3185,2,1,1,1,0,0,0,1,0,0,0,yes
506,2653000,4000,3,1,2,1,0,0,0,1,0,0,0,no
507,2604000,2910,2,1,1,0,0,0,0,0,0,0,0,yes
508,2590000,3600,2,1,1,1,0,0,0,0,0,0,0,yes
509,2590000,4400,2,1,1,1,0,0,0,0,0,0,0,no
510,2590000,3600,2,2,2,1,0,1,0,0,1,0,2,no
511,2520000,2880,3,1,1,0,0,0,0,0,0,0,0,yes
512,2520000,3180,3,1,1,0,0,0,0,0,0,0,0,yes
513,2520000,3000,2,1,2,1,0,0,0,0,0,0,2,yes
514,2485000,4400,3,1,2,1,0,0,0,0,0,0,0,no
515,2485000,3000,3,1,2,0,0,0,0,0,0,0,1,yes
516,2450000,3210,3,1,2,1,0,1,0,0,0,0,0,yes
517,2450000,3240,2,1,1,0,1,0,0,0,1,0,0,yes
518,2450000,3000,2,1,1,1,0,0,0,0,1,0,0,yes
519,2450000,3500,2,1,1,1,1,0,0,0,0,0,0,yes
520,2450000,4840,2,1,2,1,0,0,0,0,0,0,0,no
521,2450000,7700,2,1,1,1,0,0,0,0,0,0,0,yes
522,2408000,3635,2,1,1,0,0,0,0,0,0,0,0,no
523,2380000,2475,3,1,2,1,0,0,0,0,0,0,2,yes
524,2380000,2787,4,2,2,1,0,0,0,0,0,0,2,no
525,2380000,3264,2,1,1,1,0,0,0,0,0,0,0,yes
526,2345000,3640,2,1,1,1,0,0,0,0,0,0,0,no
527,2310000,3180,2,1,1,1,0,0,0,0,0,0,0,no
528,2275000,1836,2,1,1,0,0,1,0,0,0,0,1,no
529,2275000,3970,1,1,1,0,0,0,0,0,0,0,0,yes
530,2275000,3970,3,1,2,1,0,1,0,0,0,0,0,yes
531,2240000,1950,3,1,1,0,0,0,1,0,0,0,0,yes
532,2233000,5300,3,1,1,0,0,0,0,1,0,1,0,no
533,2135000,3000,2,1,1,0,0,0,0,0,0,0,0,yes
534,2100000,2400,3,1,2,1,0,0,0,0,0,0,0,yes
535,2100000,3000,4,1,2,1,0,0,0,0,0,0,0,no
536,2100000,3360,2,1,1,1,0,0,0,0,1,0,0,yes
537,1960000,3420,5,1,2,0,0,0,0,0,0,0,0,no
538,1890000,1700,3,1,2,1,0,0,0,0,0,0,0,no
539,1890000,3649,2,1,1,1,0,0,0,0,0,0,0,no
540,1855000,2990,2,1,1,0,0,0,0,0,1,0,0,yes
541,1820000,3000,2,1,1,1,0,1,0,0,2,0,0,yes
542,1767150,2400,3,1,1,0,0,0,0,0,0,0,1,no
543,1750000,3620,2,1,1,1,0,0,0,0,0,0,0,no
544,1750000,2910,3,1,1,0,0,0,0,0,0,0,2,yes
545,1750000,3850,3,1,2,1,0,0,0,0,0,0,0,no
